customer_id,total_sales
11295,6231.34
2021,6231.34
6474,6224.14
6213,6223.23
8652,6222.29
2303,6219.19
11931,6218.2
5477,6205.29
10198,6199.46
10108,6199.02
4599,6197.24
8052,6189.34
4588,6188.33
1285,6184.37
5491,6169.44
8380,6169.33
3031,6159.52
12094,6159.41
11112,6154.26
1824,6151.36
5519,6151.23
6893,6149.37
10672,6149.09
5138,6144.19
10707,6143.44
10761,6134.51
1578,6134.27
8511,6131.51
7664,6129.34
1636,6129.23
9107,6129.2
7060,6128.29
9597,6123.46
7435,6119.56
4517,6119.38
8078,6114.17
5321,6110.39
6266,6109.19
6130,6104.41
3781,6099.41
8664,6095.35
11305,6089.38
9740,6089.23
3038,6083.23
8071,6069.38
4454,6069.18
10008,6066.35
1979,6063.19
9833,6059.38
4290,6059.28
11884,6054.27
3983,6049.36
5175,6047.44
1664,6044.46
5752,6044.42
4980,6038.15
3800,6033.55
291,6029.48
10185,6023.45
7190,6021.28
4697,6019.42
3735,6019.33
2462,6015.36
8524,6015.32
697,6014.33
12,6009.35
8847,6007.21
12205,6001.26
2537,5999.53
11901,5999.53
1014,5999.2
8192,5994.44
1972,5994.32
11422,5993.96
4936,5993.24
2842,5989.49
2625,5987.37
10634,5986.39
12235,5979.56
9213,5979.52
1782,5979.18
10635,5975.36
1054,5974.48
7278,5969.95
10447,5969.54
2180,5969.44
10013,5969.42
5682,5961.26
12329,5959.42
3099,5957.35
4150,5955.47
7432,5954.45
6623,5954.34
1149,5954.32
1937,5953.12
3635,5949.45
10982,5946.25
3529,5944.42
1721,5939.44
5446,5939.34
3257,5939.18
9153,5939.13
542,5935.44
3337,5929.29
4514,5928.32
2205,5926.32
12106,5924.32
634,5924.29
5904,5923.42
3498,5922.3
8920,5922.16
3603,5920.21
5739,5919.48
7744,5919.46
7457,5919.32
5395,5919.28
10831,5912.56
2708,5909.27
688,5909.24
8090,5899.42
9590,5899.34
9377,5899.29
6970,5898.3
5197,5894.24
9871,5890.43
6959,5890.25
2564,5889.54
1100,5889.39
6473,5885.36
5755,5885.29
1379,5879.26
8368,5874.15
3373,5859.34
3297,5859.21
8917,5857.4
194,5851.28
3816,5849.36
6862,5849.36
8012,5849.34
4770,5849.32
633,5848.46
1868,5844.48
7082,5844.39
1535,5843.36
1503,5839.46
6836,5839.38
5570,5839.25
5821,5837.31
8290,5836.22
4596,5834.2
1222,5833.32
5606,5829.37
6230,5826.34
7123,5824.35
6948,5824.33
8382,5824.33
6806,5823.51
6110,5823.37
8971,5819.46
5013,5815.39
8812,5809.34
10612,5804.1
10845,5801.22
5097,5799.39
698,5799.37
8166,5799.33
8171,5797.27
10501,5796.09
5264,5794.28
2514,5791.4
3593,5788.34
9513,5784.19
2755,5779.45
11755,5779.39
173,5779.33
3051,5779.24
9119,5774.45
4512,5771.32
9436,5769.54
9489,5763.25
6789,5759.44
9876,5759.38
9353,5757.21
238,5756.34
5784,5756.22
1261,5754.48
2508,5753.33
10211,5752.42
11741,5746.28
8666,5744.37
6156,5743.44
10653,5739.46
7830,5739.31
5873,5739.25
3295,5734.49
4257,5734.43
10967,5734.41
10438,5733.27
8027,5729.61
1658,5729.42
2872,5729.36
10555,5728.19
11960,5725.31
679,5724.21
9692,5722.31
6125,5719.58
5549,5717.11
10307,5716.32
10407,5714.18
2553,5709.4
5579,5709.27
4406,5704.39
2278,5699.6
10735,5695.43
8895,5695.35
578,5694.41
8769,5689.55
10081,5689.52
5311,5689.52
4013,5689.35
3655,5685.39
2555,5684.31
3755,5683.21
3423,5682.26
3838,5681.21
603,5679.37
5200,5679.24
6412,5679.21
2373,5674.37
11793,5674.32
11513,5671.35
5410,5669.41
1865,5669.34
4930,5669.31
827,5669.28
1802,5668.3
2447,5664.49
9731,5663.36
9053,5663.25
12107,5662.1
8995,5659.5
6092,5654.54
10559,5654.27
3471,5654.11
11421,5650.31
2417,5649.53
2581,5649.43
4444,5649.4
1989,5649.23
5533,5641.58
6898,5639.3
5331,5637.46
6514,5636.37
640,5634.4
10650,5630.52
1962,5630.35
2826,5627.3
142,5625.47
2451,5625.44
9971,5624.38
335,5624.34
2433,5623.51
1739,5619.58
8613,5619.45
11403,5619.35
4943,5619.28
1512,5614.42
4435,5613.25
1169,5613.23
731,5610.42
1804,5607.53
6461,5607.33
4187,5604.46
7401,5604.27
4008,5604.24
1901,5601.33
1853,5599.51
6581,5599.22
11120,5594.31
11523,5594.21
9586,5593.44
2528,5589.48
9018,5589.47
10490,5589.3
8869,5588.41
10253,5588.31
10051,5587.34
3813,5586.4
9636,5584.49
5207,5584.48
11124,5584.36
5190,5583.49
5658,5579.52
3136,5578.33
2540,5577.45
6448,5574.55
5049,5569.5
7,5569.48
10500,5567.5
5267,5562.38
10327,5559.48
1571,5559.36
6553,5559.22
8370,5557.45
5815,5554.45
1282,5544.29
6065,5543.36
1810,5542.28
6430,5541.23
6388,5540.47
5687,5539.44
2683,5539.2
6255,5539.16
10071,5536.42
7749,5533.24
7777,5531.63
3830,5529.23
11056,5525.47
11576,5525.46
7575,5524.43
10849,5524.38
4914,5523.53
10258,5519.5
1544,5519.45
10886,5519.36
4318,5515.43
12064,5515.42
10965,5514.46
11068,5513.27
10834,5510.3
9761,5509.61
5047,5509.52
7268,5507.5
801,5504.34
1607,5503.5
10493,5503.31
3184,5500.44
2217,5499.43
9702,5499.34
11128,5499.34
1927,5495.32
11516,5494.23
3302,5494.22
7762,5477.35
2549,5474.48
3180,5473.13
4568,5471.31
12189,5469.4
6359,5469.24
2687,5468.51
7802,5464.31
9161,5464.25
8637,5463.45
4704,5459.4
5364,5459.38
11417,5459.36
6060,5458.5
548,5458.34
11554,5454.46
8579,5454.45
6428,5453.34
7571,5449.51
1832,5447.34
4552,5444.4
1725,5443.57
2800,5443.48
8285,5440.44
4464,5439.5
2844,5439.44
8954,5439.4
9603,5438.41
8254,5437.26
9528,5436.28
4200,5436.19
564,5434.32
1387,5431.47
12238,5430.35
6907,5429.46
7616,5429.44
7940,5429.42
4807,5429.42
9077,5429.36
3304,5424.36
2071,5421.44
7316,5419.45
10533,5419.39
12123,5419.32
7176,5419.17
11224,5418.14
11430,5417.37
10916,5413.57
4212,5412.48
2384,5412.29
12019,5412.24
12075,5409.23
4399,5404.43
6393,5404.4
10398,5404.3
10095,5399.4
5085,5399.27
3187,5399.26
11835,5398.43
9946,5395.42
3447,5393.4
2362,5393.36
1906,5392.33
5936,5389.55
1373,5389.48
6288,5389.23
4667,5385.18
2016,5384.57
9875,5384.26
2893,5384.26
9930,5379.59
3762,5379.45
2335,5379.42
7829,5379.28
9432,5376.35
1833,5369.58
3754,5369.15
2969,5367.46
6086,5366.33
11457,5364.48
7282,5364.36
972,5363.56
12076,5361.41
867,5359.48
2909,5359.36
5640,5355.48
4806,5355.35
1910,5354.45
6725,5354.44
241,5352.38
4939,5351.29
5071,5349.45
465,5349.36
4045,5345.52
3977,5344.21
6256,5341.42
11397,5341.07
8719,5339.42
5440,5339.35
744,5339.32
11936,5339.3
5824,5333.54
7327,5333.31
3523,5333.31
1940,5329.45
7868,5329.43
6470,5329.36
7050,5329.35
6350,5329.22
1158,5327.4
2037,5324.5
3577,5315.41
6707,5314.34
10681,5312.98
5490,5311.63
5965,5311.46
10543,5311.43
3138,5311.19
388,5309.49
11777,5309.41
10077,5309.32
8930,5309.21
364,5304.4
11492,5304.37
4904,5304.24
3365,5301.43
682,5299.26
11542,5297.32
5068,5297.31
10213,5294.49
10331,5294.45
10815,5293.52
8800,5292.27
5382,5291.22
4721,5289.58
7317,5289.5
9283,5289.47
11109,5289.44
11766,5289.35
9103,5287.47
2087,5287.29
1627,5285.2
5033,5281.38
11700,5277.35
2833,5277.28
72,5274.53
4700,5273.34
502,5269.29
11784,5269.19
8420,5264.43
3501,5264.24
4969,5261.46
847,5260.31
10572,5259.46
8065,5259.36
1106,5259.28
373,5257.54
483,5256.39
2824,5254.41
6263,5254.36
11313,5254.22
40,5253.62
10521,5249.52
9785,5249.35
6281,5249.28
8587,5245.54
3336,5244.35
12341,5242.36
4258,5241.7
9341,5239.55
4991,5239.52
9671,5239.5
7790,5239.46
4557,5239.41
12013,5239.25
9459,5238.43
6229,5235.31
3020,5234.51
7988,5234.42
12432,5234.2
4595,5229.54
12347,5229.4
569,5229.26
4582,5226.14
9819,5225.5
771,5224.33
5672,5224.29
3229,5223.46
4376,5219.45
12210,5219.38
10992,5218.38
10803,5214.54
7298,5214.48
10278,5213.47
8697,5211.31
9248,5209.6
9898,5209.48
5907,5209.33
245,5202.36
6459,5201.46
9325,5195.45
4863,5194.34
12192,5193.39
9375,5191.62
6529,5191.48
2942,5189.64
12291,5189.58
9690,5189.53
9003,5189.47
7215,5189.45
3074,5189.45
3272,5189.44
8618,5189.43
3323,5189.28
6342,5189.27
11263,5187.21
12201,5184.39
5946,5183.62
5301,5181.26
1762,5180.53
7013,5179.25
3868,5177.42
11606,5176.41
5411,5174.56
1731,5174.16
11133,5173.34
2429,5172.4
5741,5170.35
1498,5169.61
455,5169.39
10854,5164.53
1589,5162.42
433,5161.3
9872,5160.33
5093,5159.49
2609,5159.46
4159,5159.38
1225,5157.53
3676,5155.54
4911,5155.53
6319,5154.59
174,5154.4
8198,5154.37
8981,5153.43
7677,5149.52
987,5149.44
2155,5149.39
3581,5149.37
5302,5145.42
12207,5144.57
1806,5144.44
4618,5144.38
4931,5144.32
3531,5140.41
5971,5139.42
9789,5139.37
7186,5137.55
1619,5137.45
2027,5133.37
2134,5133.37
9563,5132.47
4654,5129.63
7602,5129.57
9967,5129.55
7158,5129.39
7960,5127.53
7590,5127.48
2252,5126.32
8974,5125.48
2600,5125.32
5787,5124.59
8174,5124.43
6480,5124.35
6472,5123.42
4907,5123.35
12301,5119.6
2365,5119.59
11678,5119.48
11089,5119.46
11061,5119.44
8986,5116.26
9847,5115.62
5186,5113.57
9510,5113.47
616,5111.47
1688,5111.41
8203,5109.51
6236,5109.44
1685,5109.4
9969,5109.28
4186,5109.26
9392,5106.96
11817,5104.36
11275,5099.55
6168,5099.53
10118,5098.5
1024,5097.5
5865,5093.39
2291,5092.54
2669,5090.28
3206,5089.44
4901,5089.44
3280,5089.38
3506,5087.35
1430,5084.59
8681,5084.28
2769,5084.2
10554,5081.49
7887,5079.72
7848,5079.48
5644,5079.46
9589,5077.51
4238,5077.44
12213,5074.46
8084,5072.25
2083,5069.56
2680,5069.53
5657,5069.53
9992,5069.51
4959,5069.12
4561,5068.48
11662,5066.45
5011,5064.62
1946,5064.54
3128,5064.17
11694,5064.16
8462,5059.66
5413,5056.46
11448,5055.33
11630,5052.47
6307,5051.41
8757,5051.26
11761,5049.35
396,5049.26
9704,5049.26
9640,5047.66
5296,5047.13
8578,5043.61
408,5039.53
4496,5039.39
11127,5034.31
3133,5033.51
5050,5033.48
7016,5033.48
4768,5033.4
12362,5033.16
3482,5029.54
866,5029.3
8948,5029.24
9039,5027.29
3993,5024.48
9405,5019.66
7042,5019.51
11806,5019.5
8658,5016.4
4320,5016.34
5727,5014.51
5084,5013.51
4164,5013.4
11262,5011.23
242,5009.63
8542,5009.58
12373,5009.49
2250,5009.45
9560,5009.42
4199,5009.4
625,5009.28
11388,5005.53
8628,5005.46
639,5004.52
1092,5004.26
3763,5001.5
6969,5001.46
7223,4999.46
9260,4999.45
11668,4999.35
9314,4995.48
11861,4995.38
192,4994.43
12253,4994.39
888,4994.33
3235,4993.6
6740,4990.52
10778,4989.61
8125,4984.55
11148,4979.6
4698,4979.51
8790,4979.51
620,4979.47
9191,4979.46
9273,4979.33
5481,4975.48
1715,4974.34
1494,4971.55
10457,4971.21
5298,4970.25
10567,4969.53
9523,4969.53
8398,4969.53
8220,4969.52
3071,4969.43
6573,4969.37
8478,4964.66
10348,4964.46
8817,4964.2
4967,4961.49
1365,4959.51
7787,4959.45
10934,4959.4
11058,4959.34
10545,4955.45
907,4954.65
12038,4954.49
9517,4954.43
9356,4953.46
4278,4949.43
7005,4949.31
10891,4944.65
7980,4944.54
1990,4943.43
6405,4940.7
9990,4939.58
3033,4939.54
326,4939.49
586,4939.46
10765,4939.45
254,4939.44
9607,4939.3
12384,4937.35
1624,4935.61
7974,4934.55
5878,4929.55
3580,4929.54
3167,4929.52
9879,4929.5
9721,4929.43
2334,4927.47
10269,4927.25
434,4926.44
4276,4924.46
10170,4923.52
371,4919.73
11677,4919.54
3918,4919.51
7757,4919.41
3678,4918.42
11306,4917.41
7771,4914.38
1505,4914.32
5024,4909.6
1576,4909.53
4861,4909.52
8233,4907.49
11077,4904.62
5548,4904.52
647,4904.49
6759,4904.27
9197,4904.25
8217,4903.59
4916,4901.27
8365,4899.62
10888,4899.58
9726,4899.56
9074,4899.49
6571,4899.42
6746,4897.59
5660,4897.51
4265,4895.35
4190,4894.54
2703,4889.51
1466,4889.49
1670,4889.49
6788,4889.48
1532,4889.48
3468,4889.47
4929,4889.42
376,4887.38
3758,4884.68
10072,4884.55
4422,4884.42
8754,4884.42
12117,4883.52
10617,4879.59
2578,4879.5
11115,4879.43
1997,4879.4
2610,4877.5
4707,4877.16
6418,4876.5
10273,4874.6
2157,4874.44
2830,4874.42
10687,4872.51
9887,4870.44
9002,4869.56
10563,4869.39
7143,4869.38
12382,4869.38
1921,4865.48
4109,4865.44
5198,4865.32
10620,4860.46
9581,4859.62
6081,4859.57
11235,4859.53
8300,4859.49
6165,4859.47
11984,4859.43
6023,4859.37
11407,4859.36
10928,4859.35
859,4859.26
11584,4858.51
5403,4857.43
4815,4854.56
5594,4851.39
8043,4849.55
3509,4849.55
11765,4849.51
5671,4849.49
1558,4844.45
4432,4843.44
9162,4841.34
5938,4840.53
4005,4840.46
9632,4839.55
10514,4839.5
12132,4839.49
2298,4839.49
9009,4839.48
10160,4839.46
11659,4839.41
10340,4839.39
2169,4839.26
9639,4838.61
6992,4836.57
5976,4835.46
247,4834.49
956,4834.44
7975,4833.25
1255,4829.54
5388,4829.45
5564,4829.4
3926,4827.47
8808,4827.36
1058,4824.35
436,4819.57
5165,4819.45
10796,4819.39
5775,4819.38
4025,4819.33
6109,4817.49
9554,4815.41
4470,4814.32
5147,4814.3
10552,4813.52
6854,4809.6
11512,4809.53
1843,4809.52
7910,4809.47
7716,4809.45
7593,4809.45
11285,4809.44
10685,4809.42
7511,4809.42
599,4809.39
11767,4809.39
1448,4809.25
1871,4804.55
10172,4804.55
1847,4804.44
11689,4804.4
6025,4804.3
4579,4803.3
2403,4800.35
7949,4799.55
3127,4799.51
11116,4799.44
8488,4799.43
329,4793.41
2256,4789.57
6521,4789.52
10766,4789.51
2446,4789.39
8892,4789.36
2627,4787.53
6883,4785.68
8376,4784.52
10308,4784.37
8432,4784.35
8529,4783.2
2114,4781.25
5158,4780.35
5125,4779.59
5989,4779.54
10905,4779.49
11362,4776.48
6356,4774.44
10899,4774.41
2111,4773.46
3713,4771.26
2759,4769.52
1567,4769.43
5941,4767.46
6942,4764.58
8919,4764.39
11816,4764.38
5203,4764.11
10344,4763.5
55,4763.4
2156,4759.56
531,4759.56
11772,4759.46
8715,4759.45
308,4759.44
12101,4759.4
1812,4758.58
2618,4757.39
4462,4754.54
11862,4754.44
715,4753.51
9924,4753.49
10631,4752.68
9823,4751.6
11163,4751.56
4495,4749.64
12322,4749.53
1848,4749.53
8612,4749.49
8806,4749.45
1563,4749.36
2469,4748.6
1733,4747.53
6838,4744.42
728,4744.35
10453,4742.48
6560,4741.59
11106,4739.61
383,4739.51
12321,4739.34
9862,4739.32
6672,4739.32
4875,4737.46
846,4736.53
3677,4735.55
8987,4734.61
9317,4734.49
1478,4734.44
8256,4734.42
9352,4731.51
9974,4731.45
5204,4729.63
8989,4729.59
3021,4729.58
5805,4729.47
7743,4729.42
8447,4729.36
7216,4728.57
514,4727.37
3595,4726.2
8167,4721.55
6872,4721.34
2960,4721.3
8674,4719.3
4665,4718.45
3631,4717.32
1223,4715.75
5943,4715.58
3316,4714.49
11667,4712.37
4798,4709.67
5427,4709.54
8260,4709.43
8929,4709.43
2091,4709.24
5280,4708.51
4683,4707.31
927,4707.27
6179,4706.45
1346,4704.44
6737,4699.55
1298,4699.48
9154,4699.45
140,4699.43
3925,4699.41
11039,4698.38
252,4694.64
2092,4694.5
7099,4694.46
354,4693.51
7795,4693.45
2783,4690.58
3660,4690.32
10442,4689.62
4876,4689.57
9739,4689.49
53,4689.48
10142,4689.4
11341,4689.32
8889,4687.47
7163,4685.32
7864,4685.25
10701,4684.52
290,4684.43
11005,4684.15
5051,4681.61
10584,4679.66
4400,4679.59
2585,4679.58
6003,4679.57
12365,4679.55
9058,4679.51
8999,4677.47
11897,4677.44
7986,4676.49
3224,4671.51
6730,4670.39
8298,4669.57
6649,4669.53
7043,4669.45
3739,4669.37
7850,4669.33
7318,4669.31
10925,4669.27
10406,4668.6
1383,4667.51
6688,4667.47
4308,4665.59
7141,4665.5
10022,4664.65
986,4664.63
8005,4664.56
3296,4664.44
452,4663.36
8675,4662.54
5797,4661.62
4713,4660.33
12424,4659.66
9302,4659.61
6739,4659.54
4044,4659.52
12061,4659.48
5300,4659.46
2078,4659.42
2717,4659.39
10506,4657.44
8768,4654.63
2325,4654.52
10884,4654.46
2727,4654.45
11154,4654.34
2367,4653.38
990,4649.56
10954,4649.52
6184,4649.51
6199,4649.5
4479,4649.47
7492,4649.41
10296,4649.39
9126,4647.42
4505,4645.49
9609,4639.66
1936,4639.65
1851,4639.52
2025,4639.45
4253,4639.41
6488,4639.29
4113,4639.27
5612,4638.64
5234,4636.46
1038,4636.39
8499,4635.41
8949,4634.39
4016,4633.48
1393,4633.48
7403,4629.69
10017,4629.67
5012,4629.62
7271,4629.59
9463,4629.54
187,4629.49
6724,4629.48
6494,4629.48
1753,4629.47
9573,4629.44
7844,4628.21
10194,4625.36
5297,4624.41
7739,4623.61
10898,4621.53
4758,4621.45
6088,4619.56
3375,4619.45
3493,4619.35
259,4617.57
1013,4617.47
11311,4617.31
7595,4615.55
11801,4614.48
8038,4614.47
11895,4611.26
7667,4610.44
1175,4609.57
1735,4609.41
10312,4609.41
6397,4605.28
10951,4604.49
2310,4604.42
4169,4604.39
4562,4599.73
11929,4599.63
642,4599.6
6178,4599.51
5518,4599.5
7112,4599.48
8294,4599.39
3428,4599.36
9912,4599.35
3656,4599.19
3503,4597.53
9195,4597.38
3066,4594.52
2453,4594.47
6926,4593.66
11443,4591.29
984,4589.56
9305,4589.55
11189,4589.55
10162,4589.5
11924,4589.47
10165,4589.38
1273,4589.3
11032,4587.21
7234,4585.4
3477,4584.45
3944,4584.44
6532,4584.43
6014,4584.41
11387,4579.43
7439,4579.42
6287,4577.39
3567,4576.51
6338,4576.4
11352,4575.67
4297,4575.41
3197,4571.52
4673,4569.63
737,4569.5
538,4569.48
1961,4569.45
2301,4569.44
10518,4569.41
6671,4568.41
11073,4564.41
8328,4563.55
4926,4563.38
6566,4561.59
4624,4559.59
3237,4559.59
10942,4559.57
6407,4559.52
7738,4559.51
10039,4559.51
296,4559.4
7905,4555.37
6253,4554.54
1882,4554.5
8463,4554.41
7758,4552.27
5683,4551.58
7967,4551.51
10277,4551.44
12187,4549.56
7992,4549.55
11822,4549.53
3291,4549.49
2306,4549.47
4202,4549.39
1172,4548.56
6785,4547.46
10454,4546.48
11875,4545.63
10799,4544.6
8546,4544.54
9683,4544.53
11473,4543.33
5762,4541.43
2255,4539.54
3262,4539.51
10062,4539.51
5453,4539.5
10012,4539.49
6416,4539.42
11968,4539.41
5987,4539.24
8605,4537.53
8781,4536.4
10807,4535.62
6457,4535.31
439,4534.66
6318,4534.61
1376,4534.55
3980,4534.45
207,4533.5
6108,4529.68
9181,4529.58
9541,4529.57
4407,4529.52
6279,4529.51
4272,4526.59
9514,4524.62
11504,4524.58
2121,4524.57
3985,4519.6
9384,4519.55
831,4519.54
6417,4519.52
9830,4519.48
7294,4519.47
6810,4519.43
6669,4519.42
7958,4519.37
328,4517.56
2319,4517.55
2137,4516.58
2763,4514.53
4494,4514.51
9402,4514.4
51,4513.43
5859,4511.33
2988,4509.53
12195,4509.39
1493,4508.55
10588,4504.61
1347,4504.57
7333,4504.55
512,4504.55
8193,4504.51
5722,4504.33
8381,4501.49
2193,4501.35
11284,4500.63
2630,4499.67
1864,4499.53
4941,4499.53
4140,4499.49
10668,4499.44
5749,4499.44
10801,4499.43
9168,4499.34
11318,4493.55
12031,4493.54
1765,4492.41
10042,4491.56
12102,4491.49
2475,4490.62
6734,4489.72
936,4489.64
778,4489.6
11560,4489.49
2320,4489.48
704,4489.47
3978,4489.46
4191,4489.46
4225,4489.42
4838,4489.41
1828,4488.43
2093,4488.23
3042,4483.54
6727,4483.45
3617,4480.59
10839,4479.67
11618,4479.6
8539,4479.55
8013,4479.54
8787,4479.5
970,4479.49
3417,4479.48
5052,4479.4
2461,4477.63
10642,4475.54
6424,4475.21
10257,4474.65
8963,4474.61
5229,4474.56
5732,4474.52
6834,4474.49
2321,4474.48
8853,4474.43
2845,4474.34
377,4473.44
8602,4471.53
10511,4471.42
8763,4470.65
8791,4469.55
3464,4469.54
946,4469.49
4275,4469.49
5431,4469.31
5129,4468.53
1889,4466.56
6233,4464.55
2110,4464.39
4476,4463.58
2257,4461.52
1243,4459.6
2277,4459.59
285,4459.57
7465,4457.52
4997,4457.51
2646,4455.57
656,4455.39
11491,4454.66
1126,4454.57
12026,4454.45
8397,4454.44
3752,4454.42
9612,4451.66
7606,4449.68
6370,4449.67
5249,4449.67
9575,4449.64
272,4449.59
9972,4449.55
7356,4449.53
3461,4449.5
3406,4449.48
8704,4449.47
10220,4449.45
4915,4449.45
9496,4449.38
11957,4449.31
12178,4447.37
10637,4444.73
8631,4444.68
4040,4444.63
4153,4444.57
175,4444.57
11574,4444.5
5585,4444.47
430,4444.45
4547,4443.53
11789,4443.49
8506,4443.48
8211,4443.34
6089,4441.33
7144,4439.65
4657,4439.6
5145,4439.5
4750,4439.48
10424,4439.44
1116,4439.41
929,4439.4
6909,4439.4
4795,4439.24
11757,4438.56
6584,4438.35
9746,4436.59
8520,4436.5
5731,4436.47
12069,4435.54
9754,4434.41
12359,4434.37
5622,4432.54
5852,4432.33
5525,4431.5
5359,4430.42
1375,4429.65
9309,4429.64
2210,4429.59
5238,4429.55
10678,4429.49
4855,4429.46
5829,4429.44
5349,4429.42
5225,4429.38
12261,4429.32
6402,4429.31
1331,4427.57
5565,4425.54
7705,4423.22
12018,4422.46
4279,4421.51
6187,4421.5
203,4419.66
4388,4419.57
1436,4419.56
4877,4419.53
8554,4419.53
10495,4419.52
917,4419.47
9096,4419.46
9552,4419.45
3188,4419.43
10952,4418.61
5104,4418.6
10883,4417.44
937,4416.4
10721,4415.51
676,4414.58
5665,4414.38
7893,4413.39
10759,4411.43
1008,4409.69
10437,4409.67
7478,4409.65
11836,4409.6
9245,4409.53
2211,4409.52
8086,4409.47
4974,4409.47
9813,4408.35
10138,4407.55
7721,4407.52
1460,4406.53
4536,4406.5
6932,4405.5
440,4404.59
8229,4400.6
4133,4399.55
10770,4399.53
12271,4399.52
8905,4399.48
8643,4399.46
3397,4399.46
6602,4399.18
948,4398.55
321,4397.46
7607,4394.66
3378,4394.65
11950,4394.42
2267,4389.62
5286,4389.59
9932,4389.58
3189,4389.57
8607,4389.53
10018,4389.52
1385,4389.45
1748,4387.54
4147,4385.58
11728,4384.61
7824,4384.57
4456,4384.57
10134,4384.53
12049,4383.56
4528,4380.52
2591,4379.68
10289,4379.65
4079,4379.6
8437,4379.59
2728,4379.58
98,4379.48
2780,4379.46
5999,4379.45
